university_name,faculty_name,program_name,program_id,receive_student_number,min_gpax,min_total_score,scores_criteria,link
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมศาสตร์,10010121300001A,305,2.0,51.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,10010121300501A,75,2.0,51.0,"{'tgat': 20, 'tpat3': 40, 'a_lv_61': 20, 'a_lv_64': 20}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล,10010121300599A,90,2.0,51.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 50}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี,10010121300601A,5,2.0,51.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนิวเคลียร์และรังสี,10010121301101A,15,2.0,48.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,10010121301601A,15,2.0,51.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,10010121302101A,25,2.0,51.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลหการและวัสดุ,10010121302501A,30,2.0,48.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสำรวจ,10010121302701A,32,2.0,48.0,"{'tgat': 20, 'tpat3': 40, 'a_lv_61': 20, 'a_lv_64': 20}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,10010121302801A,20,2.0,51.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมทรัพยากรธรณี,10010121303001A,20,2.0,48.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,10010121303501A,5,2.0,51.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 10}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,10010122904301A,209,2.75,0.0,"{'a_lv_70': 25, 'a_lv_81': 25, 'a_lv_82': 25, 'a_lv_87': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์,10010123210301A,40,0.0,0.0,"{'tgat': 20, 'tpat3': 60, 'a_lv_61': 20}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมี,10010123210401A,97,0.0,0.0,"{'tgat1': 15, 'tgat2': 15, 'a_lv_61': 20, 'a_lv_65': 50}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีวิศวกรรม,10010123210402A,45,0.0,0.0,"{'tgat': 20, 'tpat3': 80}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจุลชีววิทยา,10010123210501A,51,0.0,0.0,"{'tgat': 15, 'tpat3': 15, 'a_lv_61': 15, 'a_lv_64': 15, 'a_lv_65': 20, 'a_lv_66': 20}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีวเคมี,10010123210601A,36,0.0,0.0,"{'tgat': 20, 'tpat3': 20, 'a_lv_61': 10, 'a_lv_64': 10, 'a_lv_65': 20, 'a_lv_66': 20}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา,10010123210701A,18,0.0,0.0,"{'tgat': 20, 'tpat3': 80}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางภาพและการพิมพ์,10010123210901A,50,0.0,0.0,"{'tgat1': 25, 'tgat2': 25, 'a_lv_61': 15, 'a_lv_64': 15, 'a_lv_65': 20}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางอาหาร,10010123211001A,40,0.0,0.0,"{'tgat': 20, 'tpat3': 80}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาธรณีวิทยา,10010123212301A,14,0.0,0.0,"{'tgat': 20, 'tpat3': 80}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาพฤกษศาสตร์,10010123212501A,50,0.0,0.0,"{'tgat': 20, 'a_lv_61': 10, 'a_lv_64': 10, 'a_lv_65': 10, 'a_lv_66': 50}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาพันธุศาสตร์,10010123212601A,50,0.0,0.0,"{'tgat': 20, 'a_lv_61': 10, 'a_lv_64': 10, 'a_lv_65': 10, 'a_lv_66': 50}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์,10010123212701A,50,0.0,0.0,"{'tgat': 30, 'tpat3': 40, 'a_lv_61': 15, 'a_lv_64': 15}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวัสดุศาสตร์และเทคโนโลยี,10010123212801A,98,0.0,0.0,"{'tgat': 20, 'tpat3': 20, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_65': 20}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ทางทะเล,10010123213001A,43,0.0,0.0,"{'tgat1': 20, 'tgat2': 10, 'a_lv_61': 15, 'a_lv_64': 15, 'a_lv_65': 20, 'a_lv_66': 20}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์สิ่งแวดล้อม,10010123213101A,80,0.0,0.0,"{'tgat': 20, 'tpat3': 35, 'a_lv_61': 10, 'a_lv_64': 5, 'a_lv_65': 20, 'a_lv_66': 10}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสัตววิทยา,10010123213201A,6,0.0,0.0,"{'tgat': 20, 'tpat3': 30, 'a_lv_66': 50}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาการคอมพิวเตอร์,10010123213501A,50,0.0,0.0,"{'tgat': 20, 'tpat3': 50, 'a_lv_61': 20, 'a_lv_82': 10}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,10010124903201A,67,2.5,0.0,"{'tgat': 45, 'a_lv_62': 20, 'a_lv_70': 35}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,10010124903201A,67,2.5,0.0,"{'tgat': 45, 'a_lv_62': 20, 'a_lv_70': 35}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,10010124903201A,67,2.5,0.0,"{'tgat': 45, 'a_lv_62': 20, 'a_lv_70': 35}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,10010124903201A,67,2.5,0.0,"{'tgat': 45, 'a_lv_62': 20, 'a_lv_70': 35}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,10010124903201A,67,2.5,0.0,"{'tgat': 45, 'a_lv_62': 20, 'a_lv_70': 35}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะสถาปัตยกรรมศาสตร์,หลักสูตรการออกแบบอุตสาหกรรมบัณฑิต สาขาวิชาการออกแบบอุตสาหกรรม,10010125400201A,10,3.0,0.0,"{'tpat4': 40, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_82': 20}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะสถาปัตยกรรมศาสตร์,หลักสูตรภูมิสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาภูมิสถาปัตยกรรม,10010125400301A,14,3.0,0.0,"{'tpat4': 40, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_82': 20}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมผังเมือง,10010125400401A,12,3.0,0.0,"{'tpat4': 40, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_82': 20}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรม,10010125400501A,10,3.0,0.0,"{'tpat4': 40, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_82': 20}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมภายใน,10010125400701A,8,3.0,0.0,"{'tpat4': 40, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_82': 20}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบัญชีบัณฑิต,10010126610501A,60,0.0,0.0,"{'tgat': 40, 'a_lv_61': 60}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,10010126610801A,60,0.0,0.0,"{'tgat': 40, 'a_lv_61': 60}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,10010126610801A,60,0.0,0.0,"{'tgat': 40, 'a_lv_61': 60}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,10010126610801A,60,0.0,0.0,"{'tgat': 40, 'a_lv_61': 60}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,10010126610801A,60,0.0,0.0,"{'tgat': 40, 'a_lv_61': 60}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,10010126610801A,60,0.0,0.0,"{'tgat': 40, 'a_lv_61': 60}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,10010126610801A,60,0.0,0.0,"{'tgat': 40, 'a_lv_61': 60}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรสถิติศาสตรบัณฑิต,10010126610901A,43,0.0,0.0,"{'tgat': 40, 'a_lv_61': 60}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรสถิติศาสตรบัณฑิต,10010126610901A,43,0.0,0.0,"{'tgat': 40, 'a_lv_61': 60}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรสถิติศาสตรบัณฑิต,10010126610901A,43,0.0,0.0,"{'tgat': 40, 'a_lv_61': 60}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรสถิติศาสตรบัณฑิต,10010126610901A,43,0.0,0.0,"{'tgat': 40, 'a_lv_61': 60}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,10010127703701A,5,3.0,0.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 20, 'a_lv_82': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,10010127703701A,5,3.0,0.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 20, 'a_lv_82': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,10010127703701A,5,3.0,0.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 20, 'a_lv_82': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,10010127703701A,5,3.0,0.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 20, 'a_lv_82': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,10010127703701A,5,3.0,0.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 20, 'a_lv_82': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,10010127703701A,5,3.0,0.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 20, 'a_lv_82': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,10010127703701A,5,3.0,0.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 20, 'a_lv_82': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,10010127703701A,5,3.0,0.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 20, 'a_lv_82': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,10010127703701A,5,3.0,0.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 20, 'a_lv_82': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,10010127703701A,5,3.0,0.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 20, 'a_lv_82': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,10010127703701A,5,3.0,0.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 20, 'a_lv_82': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,10010127703701A,5,3.0,0.0,"{'tgat': 25, 'tpat5': 30, 'a_lv_61': 20, 'a_lv_82': 25}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะนิเทศศาสตร์,หลักสูตรนิเทศศาสตรบัณฑิต,10010128901101A,86,2.75,0.0,"{'tgat': 30, 'a_lv_70': 20, 'a_lv_81': 20, 'a_lv_83': 30}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะนิเทศศาสตร์,หลักสูตรนิเทศศาสตรบัณฑิต,10010128901101A,86,2.75,0.0,"{'tgat': 30, 'a_lv_70': 20, 'a_lv_81': 20, 'a_lv_83': 30}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะนิเทศศาสตร์,หลักสูตรนิเทศศาสตรบัณฑิต,10010128901101A,86,2.75,0.0,"{'tgat': 30, 'a_lv_70': 20, 'a_lv_81': 20, 'a_lv_83': 30}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะนิเทศศาสตร์,หลักสูตรนิเทศศาสตรบัณฑิต,10010128901101A,86,2.75,0.0,"{'tgat': 30, 'a_lv_70': 20, 'a_lv_81': 20, 'a_lv_83': 30}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะนิเทศศาสตร์,หลักสูตรนิเทศศาสตรบัณฑิต,10010128901101A,86,2.75,0.0,"{'tgat': 30, 'a_lv_70': 20, 'a_lv_81': 20, 'a_lv_83': 30}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะนิเทศศาสตร์,หลักสูตรนิเทศศาสตรบัณฑิต,10010128901101A,86,2.75,0.0,"{'tgat': 30, 'a_lv_70': 20, 'a_lv_81': 20, 'a_lv_83': 30}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะนิเทศศาสตร์,หลักสูตรนิเทศศาสตรบัณฑิต,10010128901101A,86,2.75,0.0,"{'tgat': 30, 'a_lv_70': 20, 'a_lv_81': 20, 'a_lv_83': 30}",https://admission.chula.ac.th/admission_c1.php
จุฬาลงกรณ์มหาวิทยาลัย,คณะนิเทศศาสตร์,หลักสูตรนิเทศศาสตรบัณฑิต,10010128901101A,86,2.75,0.0,"{'tgat': 30, 'a_lv_70': 20, 'a_lv_81': 20, 'a_lv_83': 30}",https://admission.chula.ac.th/admission_c1.php
